country;year;pop;continent; lifeExp ;gdpPercap
Germany;1957;71019069;Europe;691;1018782665
Germany;1962;73739117;Europe;703;1290246291
Germany;1967;76368453;Europe;708;1474562561
Germany;1972;78717088;Europe;71;1801618027
Germany;1977;78160773;Europe;725;2051292123
Germany;1982;78335266;Europe;738;2203153274
Germany;1987;77718298;Europe;74847;2463918566
Germany;1992;80597764;Europe;7607;2650530317
Germany;1997;82011073;Europe;7734;2778888416
Germany;2002;82350671;Europe;7867;3003580198
Germany;2007;82400996;Europe;79406;3217037442
Ghana;1952;5581001;Africa;43149;9112989371
Ghana;1957;6391288;Africa;44779;1043561537
Ghana;1962;7355248;Africa;46452;1190041118
Ghana;1967;8490213;Africa;48072;112569716
Ghana;1972;9354120;Africa;49875;1178223708
Ghana;1977;10538093;Africa;51756;9932239571
Ghana;1982;11400338;Africa;53744;876032569
Ghana;1987;14168101;Africa;55729;8470061135
Ghana;1992;16278738;Africa;57501;925060154
Ghana;1997;18418288;Africa;58556;1005245812
Ghana;2002;20550751;Africa;58453;1111984578
Ghana;2007;22873338;Africa;60022;132760891
Greece;1952;7733250;Europe;6586;3530690067
Greece;1957;8096218;Europe;6786;4916299889
Greece;1962;8448233;Europe;6951;6017190733
Greece;1967;8716441;Europe;71;8513097016
Greece;1972;8888628;Europe;7234;1272482957
Greece;1977;9308479;Europe;7368;1419552428
Greece;1982;9786480;Europe;7524;1526842089
Greece;1987;9974490;Europe;7667;1612052839
Greece;1992;10325429;Europe;7703;1754149634
Greece;1997;10502372;Europe;77869;1874769814
Greece;2002;10603863;Europe;78256;225142548
Greece;2007;10706290;Europe;79483;2753841188
Guatemala;1952;3146381;Americas;42023;2428237769
Guatemala;1957;3640876;Americas;44142;2617155967
Guatemala;1962;4208858;Americas;46954;2750364446
Guatemala;1967;4690773;Americas;50016;3242531147
Guatemala;1972;5149581;Americas;53738;4031408271
Guatemala;1977;5703430;Americas;56029;4879992748
Guatemala;1982;6395630;Americas;58137;482049479
Guatemala;1987;7326406;Americas;60782;4246485974
Guatemala;1992;8486949;Americas;63373;443945084
Guatemala;1997;9803875;Americas;66322;4684313807
Guatemala;2002;11178650;Americas;68978;4858347495
Guatemala;2007;12572928;Americas;70259;5186050003
Guinea;1952;2664249;Africa;33609;5101964923
Guinea;1957;2876726;Africa;34558;5762670245
Guinea;1962;3140003;Africa;35753;6863736739
Guinea;1967;3451418;Africa;37197;7087595409
Guinea;1972;3811387;Africa;38842;7416662307
Guinea;1977;4227026;Africa;40762;8746858643
Guinea;1982;4710497;Africa;42891;8572503577
Guinea;1987;5650262;Africa;45552;8055724718
Guinea;1992;6990574;Africa;48576;7943484384
Guinea;1997;8048834;Africa;51455;8694497668
Guinea;2002;8807818;Africa;53676;9455835837
Guinea;2007;9947814;Africa;56007;9426542111
Guinea-Bissau;1952;580653;Africa;325;299850319
Guinea-Bissau;1957;601095;Africa;33489;4317904566
Guinea-Bissau;1962;627820;Africa;34488;5220343725
Guinea-Bissau;1967;601287;Africa;35492;7155806402
Guinea-Bissau;1972;625361;Africa;36486;8202245876
Guinea-Bissau;1977;745228;Africa;37465;7647259628
Guinea-Bissau;1982;825987;Africa;39327;8381239671
Guinea-Bissau;1987;927524;Africa;41245;7364153921
Guinea-Bissau;1992;1050938;Africa;43266;7455398706
Guinea-Bissau;1997;1193708;Africa;44873;7966644681
Guinea-Bissau;2002;1332459;Africa;45504;5757047176
Guinea-Bissau;2007;1472041;Africa;46388;579231743
Haiti;1952;3201488;Americas;37579;1840366939
Haiti;1957;3507701;Americas;40696;1726887882
Haiti;1962;3880130;Americas;4359;1796589032
Haiti;1967;4318137;Americas;46243;1452057666
Haiti;1972;4698301;Americas;48042;1654456946
Haiti;1977;4908554;Americas;49923;1874298931
Haiti;1982;5198399;Americas;51461;2011159549
Haiti;1987;5756203;Americas;53636;1823015995
Haiti;1992;6326682;Americas;55089;1456309517
Haiti;1997;6913545;Americas;56671;1341726931
Haiti;2002;7607651;Americas;58137;1270364932
Haiti;2007;8502814;Americas;60916;1201637154
Honduras;1952;1517453;Americas;41912;2194926204
Honduras;1957;1770390;Americas;44665;2220487682
Honduras;1962;2090162;Americas;48041;2291156835
Honduras;1967;2500689;Americas;50924;2538269358
Honduras;1972;2965146;Americas;53884;2529842345
Honduras;1977;3055235;Americas;57402;3203208066
Honduras;1982;3669448;Americas;60909;3121760794
Honduras;1987;4372203;Americas;64492;3023096699
Honduras;1992;5077347;Americas;66399;3081694603
Honduras;1997;5867957;Americas;67659;3160454906
Honduras;2002;6677328;Americas;68565;309972866
Honduras;2007;7483763;Americas;70198;3548330846
Hong Kong China;1952;2125900;Asia;6096;3054421209
Hong Kong China;1957;2736300;Asia;6475;3629076457
Hong Kong China;1962;3305200;Asia;6765;4692648272
Hong Kong China;1967;3722800;Asia;70;6197962814
Hong Kong China;1972;4115700;Asia;72;8315928145
Hong Kong China;1977;4583700;Asia;736;1118614125
Hong Kong China;1982;5264500;Asia;7545;1456053051
Hong Kong China;1987;5584510;Asia;762;2003847269
Hong Kong China;1992;5829696;Asia;77601;2475760301
Hong Kong China;1997;6495918;Asia;80;2837763219
Hong Kong China;2002;6762476;Asia;81495;3020901516
Hong Kong China;2007;6980412;Asia;82208;3972497867
Hungary;1952;9504000;Europe;6403;5263673816
Hungary;1957;9839000;Europe;6641;6040180011
Hungary;1962;10063000;Europe;6796;7550359877
Hungary;1967;10223422;Europe;695;932664467
Hungary;1972;10394091;Europe;6976;1016865611
Hungary;1977;10637171;Europe;6995;1167483737
Hungary;1982;10705535;Europe;6939;1254599066
Hungary;1987;10612740;Europe;6958;1298647998
Hungary;1992;10348684;Europe;6917;1053562855
Hungary;1997;10244684;Europe;7104;117127768
Hungary;2002;10083313;Europe;7259;1484393556
Hungary;2007;9956108;Europe;73338;1800894444
Iceland;1952;147962;Europe;7249;7267688428
Iceland;1957;165110;Europe;7347;9244001412
Iceland;1962;182053;Europe;7368;1035015906
Iceland;1967;198676;Europe;7373;1331989568
Iceland;1972;209275;Europe;7446;1579806362
Iceland;1977;221823;Europe;7611;1965496247
Iceland;1982;233997;Europe;7699;232696075
Iceland;1987;244676;Europe;7723;2692320628
Iceland;1992;259012;Europe;7877;2514439201
Iceland;1997;271192;Europe;7895;2806109966
Iceland;2002;288030;Europe;805;3116320196
Iceland;2007;301931;Europe;81757;3618078919
India;1952;37200000000;Asia;37373;5465657493
India;1957;40900000000;Asia;40249;590061996
India;1962;45400000000;Asia;43605;6583471509
India;1967;50600000000;Asia;47193;7007706107
India;1972;56700000000;Asia;50651;724032527
India;1977;63400000000;Asia;54208;813337323
India;1982;70800000000;Asia;56596;8557235377
India;1987;78800000000;Asia;58553;9765126756
India;1992;87200000000;Asia;60223;1164406809
India;1997;95900000000;Asia;61765;1458817442
India;2002;1034172547;Asia;62879;1746769454
India;2007;1110396331;Asia;64698;2452210407
Indonesia;1952;82052000;Asia;37468;7496816546
Indonesia;1957;90124000;Asia;39918;8589002707
Indonesia;1962;99028000;Asia;42518;8492897701
Indonesia;1967;109343000;Asia;45964;7624317721
Indonesia;1972;121282000;Asia;49203;1111107907
Indonesia;1977;136725000;Asia;52702;1382702056
Indonesia;1982;153343000;Asia;56159;1516872988
Indonesia;1987;169276000;Asia;60137;1748356961
Indonesia;1992;184816000;Asia;62681;2383140898
Indonesia;1997;199278000;Asia;66041;3119335603
Indonesia;2002;211060000;Asia;68588;287391287
Indonesia;2007;223547000;Asia;7065;3540651564
Iran;1952;17272000;Asia;44869;3035326002
Iran;1957;19792000;Asia;47181;3290257643
Iran;1962;22874000;Asia;49325;4187329802
Iran;1967;26538000;Asia;52469;5906731805
Iran;1972;30614000;Asia;55234;9613818607
Iran;1977;35480679;Asia;57702;1188859508
Iran;1982;43072751;Asia;5962;7608334602
Iran;1987;51889696;Asia;6304;6642881371
Iran;1992;60397973;Asia;65742;7235653188
Iran;1997;63327987;Asia;68042;8263590301
Iran;2002;66907826;Asia;69451;9240761975
Iran;2007;69453570;Asia;70964;1160571449
Iraq;1952;5441766;Asia;4532;4129766056
Iraq;1957;6248643;Asia;48437;6229333562
Iraq;1962;7240260;Asia;51457;8341737815
Iraq;1967;8519282;Asia;54459;8931459811
Iraq;1972;10061506;Asia;5695;9576037596
Iraq;1977;11882916;Asia;60413;1468823507
Iraq;1982;14173318;Asia;62038;1451790711
Iraq;1987;16543189;Asia;65044;1164357268
Iraq;1992;17861905;Asia;59461;3745640687
Iraq;1997;20775703;Asia;58811;3076239795
Iraq;2002;24001816;Asia;57046;4390717312
Iraq;2007;27499638;Asia;59545;4471061906
Ireland;1952;2952156;Europe;6691;5210280328
Ireland;1957;2878220;Europe;689;5599077872
Ireland;1962;2830000;Europe;7029;6631597314
Ireland;1967;2900100;Europe;7108;7655568963
Ireland;1972;3024400;Europe;7128;9530772896
Ireland;1977;3271900;Europe;7203;1115098113
Ireland;1982;3480000;Europe;731;1261832141
Ireland;1987;3539900;Europe;7436;1387286652
Ireland;1992;3557761;Europe;75467;1755881555
Ireland;1997;3667233;Europe;76122;2452194713
Ireland;2002;3879155;Europe;77783;3407704939
Ireland;2007;4109086;Europe;78885;4067599635
Israel;1952;1620914;Asia;6539;4086522128
Israel;1957;1944401;Asia;6784;5385278451
Israel;1962;2310904;Asia;6939;7105630706
Israel;1967;2693585;Asia;7075;8393741404
Israel;1972;3095893;Asia;7163;1278693223
Israel;1977;3495918;Asia;7306;1330661921
Israel;1982;3858421;Asia;7445;153670292
Israel;1987;4203148;Asia;756;1712247986
Israel;1992;4936550;Asia;7693;1805152254
Israel;1997;5531387;Asia;78269;2089660924
Israel;2002;6029529;Asia;79696;2190559514
Israel;2007;6426679;Asia;80745;255232771
Italy;1952;47666000;Europe;6594;4931404155
Italy;1957;49182000;Europe;6781;6248656232
Italy;1962;50843200;Europe;6924;824358234
Italy;1967;52667100;Europe;7106;1002240131
Italy;1972;54365564;Europe;7219;1226927378
Italy;1977;56059245;Europe;7348;1425598475
Italy;1982;56535636;Europe;7498;165374835
Italy;1987;56729703;Europe;7642;1920723482
Italy;1992;56840847;Europe;7744;2201364486
Italy;1997;57479469;Europe;7882;2467502446
Italy;2002;57926999;Europe;8024;2796809817
Italy;2007;58147733;Europe;80546;285697197
Jamaica;1952;1426095;Americas;5853;2898530881
Jamaica;1957;1535090;Americas;6261;4756525781
Jamaica;1962;1665128;Americas;6561;5246107524
Jamaica;1967;1861096;Americas;6751;6124703451
Jamaica;1972;1997616;Americas;69;7433889293
Jamaica;1977;2156814;Americas;7011;6650195573
Jamaica;1982;2298309;Americas;7121;606805135
Jamaica;1987;2326606;Americas;7177;6351237495
Jamaica;1992;2378618;Americas;71766;7404923685
Jamaica;1997;2531311;Americas;72262;7121924704
Jamaica;2002;2664659;Americas;72047;6994774861
Jamaica;2007;2780132;Americas;72567;7320880262
Japan;1952;86459025;Asia;6303;3216956347
Japan;1957;91563009;Asia;655;4317694365
Japan;1962;95831757;Asia;6873;6576649461
Japan;1967;100825279;Asia;7143;9847788607
Japan;1972;107188273;Asia;7342;1477878636
Japan;1977;113872473;Asia;7538;1661037701
Japan;1982;118454974;Asia;7711;1938410571
Japan;1987;122091325;Asia;7867;2237594189
Japan;1992;124329269;Asia;7936;2682489511
Japan;1997;125956499;Asia;8069;2881658499
Japan;2002;127065841;Asia;82;286045919
Japan;2007;127467972;Asia;82603;3165606806
Jordan;1952;607914;Asia;43158;1546907807
Jordan;1957;746559;Asia;45669;1886080591
Jordan;1962;933559;Asia;48126;2348009158
Jordan;1967;1255058;Asia;51629;2741796252
Jordan;1972;1613551;Asia;56528;2110856309
Jordan;1977;1937652;Asia;61134;2852351568
Jordan;1982;2347031;Asia;63739;4161415959
Jordan;1987;2820042;Asia;65869;4448679912
Jordan;1992;3867409;Asia;68015;3431593647
Jordan;1997;4526235;Asia;69772;3645379572
Jordan;2002;5307470;Asia;71263;3844917194
Jordan;2007;6053193;Asia;72535;4519461171
Kenya;1952;6464046;Africa;4227;853540919
Kenya;1957;7454779;Africa;44686;9444383152
Kenya;1962;8678557;Africa;47949;8969663732
Kenya;1967;10191512;Africa;50654;1056736457
Kenya;1972;12044785;Africa;53559;1222359968
Kenya;1977;14500404;Africa;56155;1267613204
Kenya;1982;17661452;Africa;58766;1348225791
Kenya;1987;21198082;Africa;59339;1361936856
Kenya;1992;25020539;Africa;59285;1341921721
Kenya;1997;28263827;Africa;54407;1360485021
Kenya;2002;31386842;Africa;50992;1287514732
Kenya;2007;35610177;Africa;5411;1463249282
Korea Dem. Rep.;1952;8865488;Asia;50056;1088277758
Korea Dem. Rep.;1957;9411381;Asia;54081;1571134655
Korea Dem. Rep.;1962;10917494;Asia;56656;1621693598
Korea Dem. Rep.;1967;12617009;Asia;59942;2143540609
Korea Dem. Rep.;1972;14781241;Asia;63983;3701621503
Korea Dem. Rep.;1977;16325320;Asia;67159;4106301249
Korea Dem. Rep.;1982;17647518;Asia;691;4106525293
Korea Dem. Rep.;1987;19067554;Asia;70647;4106492315
Korea Dem. Rep.;1992;20711375;Asia;69978;3726063507
Korea Dem. Rep.;1997;21585105;Asia;67727;1690756814
Korea Dem. Rep.;2002;22215365;Asia;66662;1646758151
Korea Dem. Rep.;2007;23301725;Asia;67297;159306548
Korea Rep.;1952;20947571;Asia;47453;1030592226
Korea Rep.;1957;22611552;Asia;52681;1487593537
Korea Rep.;1962;26420307;Asia;55292;1536344387
Korea Rep.;1967;30131000;Asia;57716;2029228142
Korea Rep.;1972;33505000;Asia;62612;303087665
Korea Rep.;1977;36436000;Asia;64766;465722102
Korea Rep.;1982;39326000;Asia;67123;5622942464
Korea Rep.;1987;41622000;Asia;6981;8533088805
Korea Rep.;1992;43805450;Asia;72244;1210427872
Korea Rep.;1997;46173816;Asia;74647;1599352796
Korea Rep.;2002;47969150;Asia;77045;1923398818
Korea Rep.;2007;49044790;Asia;78623;2334813973
Kuwait;1952;160000;Asia;55565;1083823529
Kuwait;1957;212846;Asia;58033;1135231329
Kuwait;1962;358266;Asia;6047;9545811176
Kuwait;1967;575003;Asia;64624;8089488326
Kuwait;1972;841934;Asia;67712;109347867
Kuwait;1977;1140357;Asia;69343;5926547714
Kuwait;1982;1497494;Asia;71309;3135403573
Kuwait;1987;1891487;Asia;74174;2811842998
Kuwait;1992;1418095;Asia;7519;3493291959
Kuwait;1997;1765345;Asia;76156;4030061996
Kuwait;2002;2111561;Asia;76904;3511010566
Kuwait;2007;2505559;Asia;77588;4730698978
Lebanon;1952;1439529;Asia;55928;4834804067
Lebanon;1957;1647412;Asia;59489;6089786934
Lebanon;1962;1886848;Asia;62094;5714560611
Lebanon;1967;2186894;Asia;6387;6006983042
Lebanon;1972;2680018;Asia;65421;7486384341
Lebanon;1977;3115787;Asia;66099;8659696836
Lebanon;1982;3086876;Asia;66983;7640519521
Lebanon;1987;3089353;Asia;67926;5377091329
Lebanon;1992;3219994;Asia;69292;6890806854
Lebanon;1997;3430388;Asia;70265;875496385
Lebanon;2002;3677780;Asia;71028;931393883
Lebanon;2007;3921278;Asia;71993;1046105868
Lesotho;1952;748747;Africa;42138;2988462121
Lesotho;1957;813338;Africa;45047;3359971151
Lesotho;1962;893143;Africa;47747;4118006266
Lesotho;1967;996380;Africa;48492;4986390265
Lesotho;1972;1116779;Africa;49767;4965815922
Lesotho;1977;1251524;Africa;52208;7453695408
Lesotho;1982;1411807;Africa;55078;7972631074
Lesotho;1987;1599200;Africa;5718;7739932141
Lesotho;1992;1803195;Africa;59685;9774862725
Lesotho;1997;1982823;Africa;55558;1186147994
Lesotho;2002;2046772;Africa;44593;1275184575
Lesotho;2007;2012649;Africa;42592;1569331442
Liberia;1952;863308;Africa;3848;5755729961
Liberia;1957;975950;Africa;39486;6209699901
Liberia;1962;1112796;Africa;40502;6341951625
Liberia;1967;1279406;Africa;41536;7136036483
Liberia;1972;1482628;Africa;42614;8030054535
Liberia;1977;1703617;Africa;43764;6403224383
Liberia;1982;1956875;Africa;44852;5721995694
Liberia;1987;2269414;Africa;46027;5061138573
Liberia;1992;1912974;Africa;40802;6366229191
Liberia;1997;2200725;Africa;42221;6091739508
Liberia;2002;2814651;Africa;43753;5314823679
Liberia;2007;3193942;Africa;45678;4145073415
Libya;1952;1019729;Africa;42723;238754806
Libya;1957;1201578;Africa;45289;3448284395
Libya;1962;1441863;Africa;47808;6757030816
Libya;1967;1759224;Africa;50227;1877275169
Libya;1972;2183877;Africa;52773;2101149721
Libya;1977;2721783;Africa;57442;2195121176
Libya;1982;3344074;Africa;62155;1736427538
Libya;1987;3799845;Africa;66234;117705898
Libya;1992;4364501;Africa;68755;9640138501
Libya;1997;4759670;Africa;71555;9467446056
Libya;2002;5368585;Africa;72737;9534677467
Libya;2007;6036914;Africa;73952;1205749928
Madagascar;1952;4762912;Africa;36681;1443011715
Madagascar;1957;5181679;Africa;38865;158920275
Madagascar;1962;5703324;Africa;40848;164338711
Madagascar;1967;6334556;Africa;42881;1634047282
Madagascar;1972;7082430;Africa;44851;1748562982
Madagascar;1977;8007166;Africa;46881;1544228586
Madagascar;1982;9171477;Africa;48969;1302878658
Madagascar;1987;10568642;Africa;4935;1155441948
Madagascar;1992;12210395;Africa;52214;104067619
Madagascar;1997;14165114;Africa;54978;9862958956
Madagascar;2002;16473477;Africa;57286;8946370822
Madagascar;2007;19167654;Africa;59443;1044770126
Malawi;1952;2917802;Africa;36256;3691650802
Malawi;1957;3221238;Africa;37207;4163698064
Malawi;1962;3628608;Africa;3841;4279010856
Malawi;1967;4147252;Africa;39487;4955147806
Malawi;1972;4730997;Africa;41766;5846219709
Malawi;1977;5637246;Africa;43767;6632236766
Malawi;1982;6502825;Africa;45642;6328039209
Malawi;1987;7824747;Africa;47457;6355173634
Malawi;1992;10014249;Africa;4942;5632000145
Malawi;1997;10419991;Africa;47495;6922758103
Malawi;2002;11824495;Africa;45009;6654231186
Malawi;2007;13327079;Africa;48303;7593499101
Malaysia;1952;6748378;Asia;48463;1831132894
Malaysia;1957;7739235;Asia;52102;1810066992
Malaysia;1962;8906385;Asia;55737;2036884944
Malaysia;1967;10154878;Asia;59371;2277742396
Malaysia;1972;11441462;Asia;6301;284909478
Malaysia;1977;12845381;Asia;65256;3827921571
Malaysia;1982;14441916;Asia;68;4920355951
Malaysia;1987;16331785;Asia;695;5249802653
Malaysia;1992;18319502;Asia;70693;7277912802
Malaysia;1997;20476091;Asia;71938;1013290964
Malaysia;2002;22662365;Asia;73044;1020697794
Malaysia;2007;24821286;Asia;74241;124516558
Mali;1952;3838168;Africa;33685;4523369807
Mali;1957;4241884;Africa;35307;4903821867
Mali;1962;4690372;Africa;36936;4961743428
Mali;1967;5212416;Africa;38487;5450098873
Mali;1972;5828158;Africa;39977;5813688761
Mali;1977;6491649;Africa;41714;6863952693
Mali;1982;6998256;Africa;43916;6180140641
Mali;1987;7634008;Africa;46364;6841715576
Mali;1992;8416215;Africa;48388;739014375
Mali;1997;9384984;Africa;49903;7902579846
Mali;2002;10580176;Africa;51818;9514097518
Mali;2007;12031795;Africa;54467;1042581557
Mauritania;1952;1022556;Africa;40543;7431159097
Mauritania;1957;1076852;Africa;42338;8461202613
Mauritania;1962;1146757;Africa;44248;1055896036
Mauritania;1967;1230542;Africa;46289;1421145193
Mauritania;1972;1332786;Africa;48437;1586851781
Mauritania;1977;1456688;Africa;50852;1497492223
Mauritania;1982;1622136;Africa;53599;1481150189
Mauritania;1987;1841240;Africa;56145;1421603576
Mauritania;1992;2119465;Africa;58333;1361369784
Mauritania;1997;2444741;Africa;6043;1483136136
Mauritania;2002;2828858;Africa;62247;1579019543
Mauritania;2007;3270065;Africa;64164;1803151496
Mauritius;1952;516556;Africa;50986;1967955707
Mauritius;1957;609816;Africa;58089;2034037981
Mauritius;1962;701016;Africa;60246;2529067487
Mauritius;1967;789309;Africa;61557;2475387562
Mauritius;1972;851334;Africa;62944;2575484158
Mauritius;1977;913025;Africa;6493;3710982963
Mauritius;1982;992040;Africa;66711;3688037739
Mauritius;1987;1042663;Africa;6874;4783586903
Mauritius;1992;1096202;Africa;69745;6058253846
Mauritius;1997;1149818;Africa;70736;7425705295
Mauritius;2002;1200206;Africa;71954;9021815894
Mauritius;2007;1250882;Africa;72801;1095699112
Mexico;1952;30144317;Americas;50789;3478125529
Mexico;1957;35015548;Americas;5519;4131546641
Mexico;1962;41121485;Americas;58299;4581609385
Mexico;1967;47995559;Americas;6011;5754733883
Mexico;1972;55984294;Americas;62361;680940669
Mexico;1977;63759976;Americas;65032;7674929108
Mexico;1982;71640904;Americas;67405;9611147541
Mexico;1987;80122492;Americas;69498;8688156003
Mexico;1992;88111030;Americas;71455;9472384295
Mexico;1997;95895146;Americas;7367;976729753
Mexico;2002;102479927;Americas;74902;1074244053
Mexico;2007;108700891;Americas;76195;1197757496
Mongolia;1952;800663;Asia;42244;7865668575
Mongolia;1957;882134;Asia;45248;9126626085
Mongolia;1962;1010280;Asia;48251;1056353958
Mongolia;1967;1149500;Asia;51253;122604113
Mongolia;1972;1320500;Asia;53754;1421741975
Mongolia;1977;1528000;Asia;55491;1647511665
Mongolia;1982;1756032;Asia;57489;2000603139
Mongolia;1987;2015133;Asia;60222;2338008304
Mongolia;1992;2312802;Asia;61271;1785402016
Mongolia;1997;2494803;Asia;63625;19022521
Mongolia;2002;2674234;Asia;65033;2140739323
Mongolia;2007;2874127;Asia;66803;3095772271
Montenegro;1952;413834;Europe;59164;2647585601
Montenegro;1957;442829;Europe;61448;3682259903
Montenegro;1962;474528;Europe;63728;4649593785
Montenegro;1967;501035;Europe;67178;5907850937
Montenegro;1972;527678;Europe;70636;7778414017
Montenegro;1977;560073;Europe;73066;9595929905
Montenegro;1982;562548;Europe;74101;1122258762
Montenegro;1987;569473;Europe;74865;1173251017
Montenegro;1992;621621;Europe;75435;7003339037
Montenegro;1997;692651;Europe;75445;6465613349
Montenegro;2002;720230;Europe;73981;6557194282
Montenegro;2007;684736;Europe;74543;9253896111
Morocco;1952;9939217;Africa;42873;168820357
Morocco;1957;11406350;Africa;45423;1642002314
Morocco;1962;13056604;Africa;47924;1566353493
Morocco;1967;14770296;Africa;50335;171104477
Morocco;1972;16660670;Africa;52862;1930194975
Morocco;1977;18396941;Africa;5573;2370619976
Morocco;1982;20198730;Africa;5965;2702620356
Morocco;1987;22987397;Africa;62677;2755046991
Morocco;1992;25798239;Africa;65393;2948047252
Morocco;1997;28529501;Africa;6766;2982101858
Morocco;2002;31167783;Africa;69615;3258495584
Morocco;2007;33757175;Africa;71164;382017523
Mozambique;1952;6446316;Africa;31286;4685260381
Mozambique;1957;7038035;Africa;33779;4955868333
Mozambique;1962;7788944;Africa;36161;5566863539
Mozambique;1967;8680909;Africa;38113;5666691539
Mozambique;1972;9809596;Africa;40328;7249178037
Mozambique;1977;11127868;Africa;42495;5023197334
Mozambique;1982;12587223;Africa;42795;4622114149
Mozambique;1987;12891952;Africa;42861;3898761846
Mozambique;1992;13160731;Africa;44284;4108968239
Mozambique;1997;16603334;Africa;46344;4723460771
Mozambique;2002;18473780;Africa;44026;6336179466
Mozambique;2007;19951656;Africa;42082;8236856205
Myanmar;1952;20092996;Asia;36319;331
Myanmar;1957;21731844;Asia;41905;350
Myanmar;1962;23634436;Asia;45108;388
Myanmar;1967;25870271;Asia;49379;349
Myanmar;1972;28466390;Asia;5307;357
Myanmar;1977;31528087;Asia;56059;371
Myanmar;1982;34680442;Asia;58056;424
Myanmar;1987;38028578;Asia;58339;385
Myanmar;1992;40546538;Asia;5932;347
Myanmar;1997;43247867;Asia;60328;415
Myanmar;2002;45598081;Asia;59908;611
Myanmar;2007;47761980;Asia;62069;944
Namibia;1952;485831;Africa;41725;2423780443
Namibia;1957;548080;Africa;45226;2621448058
Namibia;1962;621392;Africa;48386;3173215595
Namibia;1967;706640;Africa;51159;3793694753
Namibia;1972;821782;Africa;53867;3746080948
Namibia;1977;977026;Africa;56437;3876485958
Namibia;1982;1099010;Africa;58968;4191100511
Namibia;1987;1278184;Africa;60835;3693731337
Namibia;1992;1554253;Africa;61999;3804537999
Namibia;1997;1774766;Africa;58909;389952426
Namibia;2002;1972153;Africa;51479;4072324751
Namibia;2007;2055080;Africa;52906;4811060429
Nepal;1952;9182536;Asia;36157;5458657229
Nepal;1957;9682338;Asia;37686;5979363558
Nepal;1962;10332057;Asia;39393;6523968593
Nepal;1967;11261690;Asia;41472;6764422254
Nepal;1972;12412593;Asia;43971;6747881296
Nepal;1977;13933198;Asia;46748;6941124398
Nepal;1982;15796314;Asia;49594;7183730947
Nepal;1987;17917180;Asia;52537;7756324501
Nepal;1992;20326209;Asia;55727;8977403604
Nepal;1997;23001113;Asia;59426;1010892138
Nepal;2002;25873917;Asia;6134;1057206311
Nepal;2007;28901790;Asia;63785;1091359778
Netherlands;1952;10381988;Europe;7213;8941571858
Netherlands;1957;11026383;Europe;7299;1127619344
Netherlands;1962;11805689;Europe;7323;1279084956
Netherlands;1967;12596822;Europe;7382;1536325136
Netherlands;1972;13329874;Europe;7375;1879474567
Netherlands;1977;13852989;Europe;7524;212090592
Netherlands;1982;14310401;Europe;7605;2139946046
Netherlands;1987;14665278;Europe;7683;2365132361
Netherlands;1992;15174244;Europe;7742;2679094961
Netherlands;1997;15604464;Europe;7803;3024613063
Netherlands;2002;16122830;Europe;7853;3372475778
Netherlands;2007;16570613;Europe;79762;3679793332
New Zealand;1952;1994794;Oceania;6939;1055657566
New Zealand;1957;2229407;Oceania;7026;1224739532
New Zealand;1962;2488550;Oceania;7124;13175678
New Zealand;1967;2728150;Oceania;7152;1446391893
New Zealand;1972;2929100;Oceania;7189;1604603728
New Zealand;1977;3164900;Oceania;7222;162337177
New Zealand;1982;3210650;Oceania;7384;176324104
New Zealand;1987;3317166;Oceania;7432;1900719129
New Zealand;1992;3437674;Oceania;7633;1836332494
New Zealand;1997;3676187;Oceania;7755;2105041377
New Zealand;2002;3908037;Oceania;7911;2318980135
New Zealand;2007;4115771;Oceania;80204;2518500911
Nicaragua;1952;1165790;Americas;42314;3112363948
Nicaragua;1957;1358828;Americas;45432;3457415947
Nicaragua;1962;1590597;Americas;48632;3634364406
Nicaragua;1967;1865490;Americas;51884;4643393534
Nicaragua;1972;2182908;Americas;55151;4688593267
Nicaragua;1977;2554598;Americas;5747;5486371089
Nicaragua;1982;2979423;Americas;59298;3470338156
Nicaragua;1987;3344353;Americas;62008;2955984375
Nicaragua;1992;4017939;Americas;65843;2170151724
Nicaragua;1997;4609572;Americas;68426;2253023004
Nicaragua;2002;5146848;Americas;70836;2474548819
Nicaragua;2007;5675356;Americas;72899;2749320965
Niger;1952;3379468;Africa;37444;761879376
Niger;1957;3692184;Africa;38598;8355234025
Niger;1962;4076008;Africa;39487;9977661127
Niger;1967;4534062;Africa;40118;1054384891
Niger;1972;5060262;Africa;40546;9542092363
Niger;1977;5682086;Africa;41291;8088970728
Niger;1982;6437188;Africa;42598;9097221354
Niger;1987;7332638;Africa;44555;6683000228
Niger;1992;8392818;Africa;47391;581182725
Niger;1997;9666252;Africa;51313;5803052092
Niger;2002;11140655;Africa;54496;6010745012
Niger;2007;12894865;Africa;56867;6196768924
Nigeria;1952;33119096;Africa;36324;1077281856
Nigeria;1957;37173340;Africa;37802;1100592563
Nigeria;1962;41871351;Africa;3936;1150927478
Nigeria;1967;47287752;Africa;4104;1014514104
Nigeria;1972;53740085;Africa;42821;1698388838
Nigeria;1977;62209173;Africa;44514;1981951806
Nigeria;1982;73039376;Africa;45826;157697375
Nigeria;1987;81551520;Africa;46886;1385029563
Nigeria;1992;93364244;Africa;47472;1619848217
Nigeria;1997;106207839;Africa;47464;1624941275
Nigeria;2002;119901274;Africa;46608;1615286395
Nigeria;2007;135031164;Africa;46859;2013977305
Norway;1952;3327728;Europe;7267;1009542172
